game_id,season,game_date,game_month,home_team,home_team_abbr,away_team,away_team_abbr,ballpark,ballpark_city,park_factor,attendance,home_sp_name,home_sp_player_id,home_sp_era,home_sp_whip,home_sp_k9,home_sp_bb9,home_sp_innings_pitched,home_sp_wins,home_sp_losses,home_sp_days_rest,away_sp_name,away_sp_player_id,away_sp_era,away_sp_whip,away_sp_k9,away_sp_bb9,away_sp_innings_pitched,away_sp_wins,away_sp_losses,away_sp_days_rest,home_lineup_avg_ops,home_lineup_avg_ba,home_lineup_total_hr,home_lineup_avg_krate,home_lineup_avg_bbrate,home_lineup_avg_skill,away_lineup_avg_ops,away_lineup_avg_ba,away_lineup_total_hr,away_lineup_avg_krate,away_lineup_avg_bbrate,away_lineup_avg_skill,home_team_wins,home_team_losses,home_team_win_pct,home_team_run_diff,home_team_last10_wins,home_team_home_win_pct,home_team_runs_for,home_team_runs_against,away_team_wins,away_team_losses,away_team_win_pct,away_team_run_diff,away_team_last10_wins,away_team_away_win_pct,away_team_runs_for,away_team_runs_against,weather_condition,temperature_f,wind_mph,wind_direction,humidity_pct,precipitation_chance,ump_k_rate_bias,sp_era_diff,sp_whip_diff,sp_k9_diff,sp_bb9_diff,lineup_ops_diff,lineup_skill_diff,win_pct_diff,run_diff_diff,last10_wins_diff,home_win_prob_true,home_runs_scored,away_runs_scored,total_runs,run_margin,winner,loser
119,2,2023-06-20,6,Wisconsin Cheese Kings,WCK,Waukesha Foxes,WKF,Cheese Kings Ballpark,Madison,0.97,2066,Parker Yates,28,3.91,1.244,8.46,3.65,20.9,1,0,5,Ryan Hagen,92,3.81,1.515,6.2,3.82,11.9,0,4,7,0.749,0.273,10,0.19,0.055,0.487,0.759,0.275,12,0.158,0.056,0.471,1,1,0.938,38,9,0.923,116,78,0,4,0.0,-17,0,0.5,14,31,Partly Cloudy,66.4,7.2,R-L,45,0.12,0.0181,-0.1,0.271,2.26,0.17,-0.01,0.016,0.938,55,9,0.8969,9,3,12,6,Wisconsin Cheese Kings,Waukesha Foxes
120,2,2023-06-21,6,Wisconsin Cheese Kings,WCK,Waukesha Foxes,WKF,Cheese Kings Ballpark,Madison,0.97,2400,Garrett Bauer,29,2.85,1.232,9.98,2.11,65.7,4,1,7,Caleb Schmidt,93,2.88,1.317,10.84,2.74,68.1,3,1,5,0.749,0.273,10,0.19,0.055,0.487,0.759,0.275,12,0.158,0.056,0.471,1,1,0.941,44,9,0.929,125,81,0,5,0.0,-23,0,0.5,17,40,Clear,70.6,4.4,R-L,40,0.02,0.0268,0.03,0.085,-0.86,0.63,-0.01,0.016,0.941,67,9,0.8969,6,4,10,2,Wisconsin Cheese Kings,Waukesha Foxes
121,2,2023-06-22,6,Northshore Bobbers,NSB,Maunesha River Rats,MRR,Bobbers Ballpark,Sheboygan,1.0,1218,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,0.742,0.281,10,0.175,0.051,0.469,0.723,0.27,7,0.199,0.057,0.442,1,3,0.5,5,3,0.5,42,37,7,11,0.389,-8,6,0.467,103,111,Partly Cloudy,71.3,10.7,Calm,58,0.12,-0.0364,-1.18,-0.106,-1.26,0.02,0.019,0.027,0.111,13,-3,0.4728,6,5,11,1,Northshore Bobbers,Maunesha River Rats
122,2,2023-06-23,6,Northshore Bobbers,NSB,Maunesha River Rats,MRR,Bobbers Ballpark,Sheboygan,1.0,886,Sawyer Hagen,44,2.76,1.348,8.86,2.7,68.9,0,0,5,Luke Ehrhardt,12,3.76,1.392,7.01,3.63,29.6,0,3,5,0.742,0.281,10,0.175,0.051,0.469,0.723,0.27,7,0.199,0.057,0.442,1,3,0.571,6,4,1.0,48,42,7,12,0.368,-9,6,0.467,108,117,Heavy Rain,74.8,15.9,In,64,0.92,0.0013,1.0,0.044,1.85,0.93,0.019,0.027,0.203,15,-2,0.4688,11,10,21,1,Northshore Bobbers,Maunesha River Rats
123,2,2023-06-24,6,Northshore Bobbers,NSB,Maunesha River Rats,MRR,Bobbers Ballpark,Sheboygan,1.0,1109,Liam Bauer,45,3.8,1.318,7.72,3.93,33.8,1,2,5,Hunter Werner,13,4.09,1.363,6.8,3.87,55.2,0,2,4,0.742,0.281,10,0.175,0.051,0.469,0.723,0.27,7,0.199,0.057,0.442,1,3,0.625,7,5,1.0,59,52,7,13,0.35,-10,5,0.467,118,128,Partly Cloudy,78.0,14.0,R-L,89,0.12,-0.0036,0.29,0.045,0.92,-0.06,0.019,0.027,0.275,17,0,0.7583,6,5,11,1,Northshore Bobbers,Maunesha River Rats
124,2,2023-06-25,6,Northshore Bobbers,NSB,Wisconsin Cheese Kings,WCK,Bobbers Ballpark,Sheboygan,1.0,1323,Ethan O'Brien,46,4.26,1.267,6.83,4.55,15.7,1,2,4,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,0.742,0.281,10,0.175,0.051,0.469,0.749,0.273,10,0.19,0.055,0.487,0,3,0.667,8,6,1.0,65,57,17,1,0.944,46,9,0.933,131,85,Partly Cloudy,77.4,3.5,R-L,79,0.12,-0.0013,0.09,-0.148,-2.24,-0.8,-0.007,-0.018,-0.277,-38,-3,0.1818,7,10,17,-3,Wisconsin Cheese Kings,Northshore Bobbers
125,2,2023-06-26,6,Northshore Bobbers,NSB,Wisconsin Cheese Kings,WCK,Bobbers Ballpark,Sheboygan,1.0,605,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,Parker Yates,28,3.91,1.244,8.46,3.65,20.9,1,0,5,0.742,0.281,10,0.175,0.051,0.469,0.749,0.273,10,0.19,0.055,0.487,1,4,0.6,5,6,0.75,72,67,18,1,0.947,49,10,0.933,141,92,Light Rain,66.0,11.1,Calm,77,0.65,-0.0026,-0.32,-0.17,-0.95,0.51,-0.007,-0.018,-0.347,-44,-4,0.2953,7,3,10,4,Northshore Bobbers,Wisconsin Cheese Kings
126,2,2023-06-27,6,Northshore Bobbers,NSB,Wisconsin Cheese Kings,WCK,Bobbers Ballpark,Sheboygan,1.0,1237,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,Garrett Bauer,29,2.85,1.232,9.98,2.11,65.7,4,1,7,0.742,0.281,10,0.175,0.051,0.469,0.749,0.273,10,0.19,0.055,0.487,0,4,0.636,9,6,0.8,79,70,18,2,0.9,45,9,0.933,144,99,Clear,69.3,7.8,R-L,65,0.02,-0.0045,-1.38,-0.182,-2.47,-1.03,-0.007,-0.018,-0.264,-36,-3,0.4138,6,9,15,-3,Wisconsin Cheese Kings,Northshore Bobbers
127,2,2023-06-28,6,Northshore Bobbers,NSB,Lakeside Beach Bums,LBB,Bobbers Ballpark,Sheboygan,1.0,1582,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,0.742,0.281,10,0.175,0.051,0.469,0.735,0.271,3,0.204,0.045,0.466,0,5,0.583,6,5,0.667,85,79,3,3,0.5,-5,3,0.5,27,32,Clear,85.7,3.0,In,45,0.02,0.0219,-0.32,-0.215,-1.09,0.68,0.007,0.003,0.083,11,2,0.5576,3,6,9,-3,Lakeside Beach Bums,Northshore Bobbers
128,2,2023-06-29,6,Northshore Bobbers,NSB,Lakeside Beach Bums,LBB,Bobbers Ballpark,Sheboygan,1.0,1340,Sawyer Hagen,44,2.76,1.348,8.86,2.7,68.9,0,0,5,Nolan Xavier,60,3.4,1.389,8.66,4.4,35.8,0,3,4,0.742,0.281,10,0.175,0.051,0.469,0.735,0.271,3,0.204,0.045,0.466,1,6,0.538,3,5,0.571,88,85,4,3,0.571,-2,4,0.5,33,35,Clear,67.7,4.4,Calm,37,0.02,0.0231,0.64,0.041,0.2,1.7,0.007,0.003,-0.033,5,1,0.6586,6,4,10,2,Northshore Bobbers,Lakeside Beach Bums
129,2,2023-06-30,6,Northshore Bobbers,NSB,Lakeside Beach Bums,LBB,Bobbers Ballpark,Sheboygan,1.0,1289,Liam Bauer,45,3.8,1.318,7.72,3.93,33.8,1,2,5,Justin Ortega,61,2.63,1.336,8.49,3.76,71.0,1,2,5,0.742,0.281,10,0.175,0.051,0.469,0.735,0.271,3,0.204,0.045,0.466,1,6,0.571,5,6,0.625,94,89,4,4,0.5,-4,4,0.5,37,41,Partly Cloudy,70.8,3.2,R-L,72,0.12,0.002,-1.17,0.018,-0.77,-0.17,0.007,0.003,0.071,9,2,0.6398,12,9,21,3,Northshore Bobbers,Lakeside Beach Bums
130,2,2023-07-01,7,Northshore Bobbers,NSB,Johnson Creek Mapaches,JCM,Bobbers Ballpark,Sheboygan,1.0,1437,Ethan O'Brien,46,4.26,1.267,6.83,4.55,15.7,1,2,4,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,0.742,0.281,10,0.175,0.051,0.469,0.799,0.287,9,0.199,0.055,0.499,1,6,0.6,8,7,0.667,106,98,0,6,0.0,-13,0,0.5,30,43,Partly Cloudy,89.7,7.3,L-R,64,0.12,0.0085,-0.9,0.056,-2.37,-1.08,-0.057,-0.03,0.6,21,7,0.8344,10,3,13,7,Northshore Bobbers,Johnson Creek Mapaches
131,2,2023-07-02,7,Northshore Bobbers,NSB,Johnson Creek Mapaches,JCM,Bobbers Ballpark,Sheboygan,1.0,1159,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,Eli Jorgensen,76,3.7,1.587,8.72,4.14,55.0,1,0,6,0.742,0.281,10,0.175,0.051,0.469,0.799,0.287,9,0.199,0.055,0.499,1,6,0.625,15,7,0.7,116,101,0,7,0.0,-20,0,0.5,33,53,Overcast,78.0,8.8,Out,46,0.28,-0.0184,-0.53,0.173,-1.21,1.0,-0.057,-0.03,0.625,35,7,0.7118,5,3,8,2,Northshore Bobbers,Johnson Creek Mapaches
132,2,2023-07-03,7,Northshore Bobbers,NSB,Johnson Creek Mapaches,JCM,Bobbers Ballpark,Sheboygan,1.0,961,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,Liam Schmidt,77,4.13,1.275,7.73,3.02,63.5,2,3,4,0.742,0.281,10,0.175,0.051,0.469,0.799,0.287,9,0.199,0.055,0.499,1,6,0.647,17,7,0.727,121,104,0,8,0.0,-22,0,0.5,36,58,Light Rain,67.7,5.6,Out,87,0.65,-0.0267,-0.1,-0.139,-0.22,-0.12,-0.057,-0.03,0.647,39,7,0.6849,7,3,10,4,Northshore Bobbers,Johnson Creek Mapaches
133,2,2023-07-04,7,Northshore Bobbers,NSB,Waukesha Foxes,WKF,Bobbers Ballpark,Sheboygan,1.0,1199,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,0.742,0.281,10,0.175,0.051,0.469,0.759,0.275,12,0.158,0.056,0.471,0,6,0.667,21,7,0.75,128,107,0,6,0.0,-25,0,0.5,21,46,Overcast,77.3,7.2,In,50,0.28,0.0301,-1.13,-0.028,-0.68,0.62,-0.017,-0.002,0.667,46,7,0.6533,5,9,14,-4,Waukesha Foxes,Northshore Bobbers
134,2,2023-07-05,7,Northshore Bobbers,NSB,Waukesha Foxes,WKF,Bobbers Ballpark,Sheboygan,1.0,1336,Sawyer Hagen,44,2.76,1.348,8.86,2.7,68.9,0,0,5,Ryan Hagen,92,3.81,1.515,6.2,3.82,11.9,0,4,7,0.742,0.281,10,0.175,0.051,0.469,0.759,0.275,12,0.158,0.056,0.471,1,7,0.632,17,6,0.692,133,116,1,6,0.143,-21,1,0.5,30,51,Partly Cloudy,73.6,12.6,In,84,0.12,0.0121,1.05,0.167,2.66,1.12,-0.017,-0.002,0.489,38,5,0.7191,8,7,15,1,Northshore Bobbers,Waukesha Foxes
135,2,2023-07-06,7,Northshore Bobbers,NSB,Waukesha Foxes,WKF,Bobbers Ballpark,Sheboygan,1.0,1115,Liam Bauer,45,3.8,1.318,7.72,3.93,33.8,1,2,5,Caleb Schmidt,93,2.88,1.317,10.84,2.74,68.1,3,1,5,0.742,0.281,10,0.175,0.051,0.469,0.759,0.275,12,0.158,0.056,0.471,0,7,0.65,18,7,0.714,141,123,1,7,0.125,-22,1,0.5,37,59,Overcast,76.1,11.1,R-L,89,0.28,-0.0122,-0.92,-0.001,-3.12,-1.19,-0.017,-0.002,0.525,40,6,0.7366,4,7,11,-3,Waukesha Foxes,Northshore Bobbers
136,2,2023-07-08,7,Lakeside Beach Bums,LBB,Maunesha River Rats,MRR,Beach Bums Ballpark,Lake Geneva,1.05,1801,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,0.735,0.271,3,0.204,0.045,0.466,0.723,0.27,7,0.199,0.057,0.442,0,5,0.444,-7,4,0.5,46,53,7,14,0.333,-11,4,0.467,123,134,Clear,76.7,8.4,L-R,86,0.02,-0.0314,-0.86,0.109,-0.17,-0.66,0.012,0.024,0.111,4,0,0.5674,4,8,12,-4,Maunesha River Rats,Lakeside Beach Bums
137,2,2023-07-09,7,Lakeside Beach Bums,LBB,Maunesha River Rats,MRR,Beach Bums Ballpark,Lake Geneva,1.05,1783,Nolan Xavier,60,3.4,1.389,8.66,4.4,35.8,0,3,4,Luke Ehrhardt,12,3.76,1.392,7.01,3.63,29.6,0,3,5,0.735,0.271,3,0.204,0.045,0.466,0.723,0.27,7,0.199,0.057,0.442,0,6,0.4,-11,4,0.0,50,61,8,14,0.364,-7,4,0.467,131,138,Clear,80.2,9.5,L-R,69,0.02,0.023,0.36,0.003,1.65,-0.77,0.012,0.024,0.036,-4,0,0.3374,3,5,8,-2,Maunesha River Rats,Lakeside Beach Bums
138,2,2023-07-10,7,Lakeside Beach Bums,LBB,Maunesha River Rats,MRR,Beach Bums Ballpark,Lake Geneva,1.05,1588,Justin Ortega,61,2.63,1.336,8.49,3.76,71.0,1,2,5,Hunter Werner,13,4.09,1.363,6.8,3.87,55.2,0,2,4,0.735,0.271,3,0.204,0.045,0.466,0.723,0.27,7,0.199,0.057,0.442,0,7,0.364,-13,3,0.0,53,66,9,14,0.391,-5,4,0.467,136,141,Clear,81.3,11.3,Calm,88,0.02,0.0141,1.46,0.027,1.69,0.11,0.012,0.024,-0.027,-8,-1,0.6569,4,6,10,-2,Maunesha River Rats,Lakeside Beach Bums
139,2,2023-07-11,7,Lakeside Beach Bums,LBB,Wisconsin Cheese Kings,WCK,Beach Bums Ballpark,Lake Geneva,1.05,1537,Bryce Vogel,62,3.71,1.317,7.44,3.86,68.4,1,0,4,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,0.735,0.271,3,0.204,0.045,0.466,0.749,0.273,10,0.19,0.055,0.487,0,8,0.333,-15,2,0.0,57,72,19,2,0.905,48,9,0.933,153,105,Clear,81.3,7.4,Out,88,0.02,-0.0248,0.64,-0.198,-1.63,-0.11,-0.014,-0.021,-0.572,-63,-7,0.2496,2,6,8,-4,Wisconsin Cheese Kings,Lakeside Beach Bums
140,2,2023-07-15,7,Lakeside Beach Bums,LBB,Wisconsin Cheese Kings,WCK,Beach Bums Ballpark,Lake Geneva,1.05,1597,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Parker Yates,28,3.91,1.244,8.46,3.65,20.9,1,0,5,0.735,0.271,3,0.204,0.045,0.466,0.749,0.273,10,0.19,0.055,0.487,1,9,0.308,-19,1,0.0,59,78,20,2,0.909,52,9,0.933,159,107,Clear,75.6,10.3,L-R,87,0.02,0.0009,0.0,0.045,0.14,-0.17,-0.014,-0.021,-0.601,-71,-8,0.4542,6,4,10,2,Lakeside Beach Bums,Wisconsin Cheese Kings
141,2,2023-07-16,7,Lakeside Beach Bums,LBB,Wisconsin Cheese Kings,WCK,Beach Bums Ballpark,Lake Geneva,1.05,1212,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Garrett Bauer,29,2.85,1.232,9.98,2.11,65.7,4,1,7,0.735,0.271,3,0.204,0.045,0.466,0.749,0.273,10,0.19,0.055,0.487,0,9,0.357,-17,2,0.2,65,82,20,3,0.87,50,8,0.933,163,113,Partly Cloudy,84.9,4.9,R-L,40,0.12,-0.0054,-1.06,0.033,-1.38,-1.71,-0.014,-0.021,-0.513,-67,-6,0.2152,3,5,8,-2,Wisconsin Cheese Kings,Lakeside Beach Bums
142,2,2023-07-17,7,Lakeside Beach Bums,LBB,Northshore Bobbers,NSB,Beach Bums Ballpark,Lake Geneva,1.05,815,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,0.735,0.271,3,0.204,0.045,0.466,0.742,0.281,10,0.175,0.051,0.469,0,10,0.333,-19,2,0.167,68,87,13,8,0.619,15,6,0.667,145,130,Light Rain,81.9,3.5,L-R,49,0.65,0.0176,0.32,0.215,1.09,-0.68,-0.007,-0.003,-0.286,-34,-4,0.3294,3,5,8,-2,Northshore Bobbers,Lakeside Beach Bums
143,2,2023-07-18,7,Lakeside Beach Bums,LBB,Northshore Bobbers,NSB,Beach Bums Ballpark,Lake Geneva,1.05,1451,Nolan Xavier,60,3.4,1.389,8.66,4.4,35.8,0,3,4,Sawyer Hagen,44,2.76,1.348,8.86,2.7,68.9,0,0,5,0.735,0.271,3,0.204,0.045,0.466,0.742,0.281,10,0.175,0.051,0.469,0,11,0.312,-21,2,0.143,71,92,14,8,0.636,17,7,0.667,150,133,Clear,91.0,11.0,Calm,76,0.02,0.0007,-0.64,-0.041,-0.2,-1.7,-0.007,-0.003,-0.324,-38,-5,0.3506,9,11,20,-2,Northshore Bobbers,Lakeside Beach Bums
144,2,2023-07-19,7,Lakeside Beach Bums,LBB,Northshore Bobbers,NSB,Beach Bums Ballpark,Lake Geneva,1.05,1583,Justin Ortega,61,2.63,1.336,8.49,3.76,71.0,1,2,5,Liam Bauer,45,3.8,1.318,7.72,3.93,33.8,1,2,5,0.735,0.271,3,0.204,0.045,0.466,0.742,0.281,10,0.175,0.051,0.469,1,12,0.294,-23,1,0.125,80,103,15,8,0.652,19,8,0.667,161,142,Clear,74.0,5.5,In,57,0.02,-0.0045,1.17,-0.018,0.77,0.17,-0.007,-0.003,-0.358,-42,-7,0.5176,12,8,20,4,Lakeside Beach Bums,Northshore Bobbers
145,2,2023-07-20,7,Lakeside Beach Bums,LBB,Johnson Creek Mapaches,JCM,Beach Bums Ballpark,Lake Geneva,1.05,911,Bryce Vogel,62,3.71,1.317,7.44,3.86,68.4,1,0,4,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,0.735,0.271,3,0.204,0.045,0.466,0.799,0.287,9,0.199,0.055,0.499,1,12,0.333,-19,2,0.222,92,111,0,9,0.0,-26,0,0.5,39,65,Light Rain,74.6,13.7,Calm,36,0.65,0.0049,-0.35,0.006,-1.76,-0.39,-0.064,-0.033,0.333,7,2,0.7126,8,2,10,6,Lakeside Beach Bums,Johnson Creek Mapaches
146,2,2023-07-23,7,Lakeside Beach Bums,LBB,Johnson Creek Mapaches,JCM,Beach Bums Ballpark,Lake Geneva,1.05,1198,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Eli Jorgensen,76,3.7,1.587,8.72,4.14,55.0,1,0,6,0.735,0.271,3,0.204,0.045,0.466,0.799,0.287,9,0.199,0.055,0.499,1,12,0.368,-13,3,0.3,100,113,0,10,0.0,-32,0,0.5,41,73,Overcast,72.9,7.6,Out,61,0.28,-0.0254,-0.21,0.388,-0.12,0.32,-0.064,-0.033,0.368,19,3,0.4598,8,5,13,3,Lakeside Beach Bums,Johnson Creek Mapaches
147,2,2023-07-24,7,Lakeside Beach Bums,LBB,Johnson Creek Mapaches,JCM,Beach Bums Ballpark,Lake Geneva,1.05,1897,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Liam Schmidt,77,4.13,1.275,7.73,3.02,63.5,2,3,4,0.735,0.271,3,0.204,0.045,0.466,0.799,0.287,9,0.199,0.055,0.499,1,12,0.4,-10,4,0.364,108,118,0,11,0.0,-35,0,0.5,46,81,Clear,70.2,3.1,In,68,0.02,0.0188,0.22,0.076,0.87,-0.8,-0.064,-0.033,0.4,25,4,0.4667,4,3,7,1,Lakeside Beach Bums,Johnson Creek Mapaches
148,2,2023-07-25,7,Lakeside Beach Bums,LBB,Waukesha Foxes,WKF,Beach Bums Ballpark,Lake Geneva,1.05,1575,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,0.735,0.271,3,0.204,0.045,0.466,0.759,0.275,12,0.158,0.056,0.471,1,12,0.429,-9,5,0.417,112,121,2,7,0.222,-19,2,0.5,44,63,Partly Cloudy,76.6,6.0,In,87,0.12,-0.0092,-0.81,0.187,0.41,-0.06,-0.024,-0.005,0.207,10,3,0.7223,3,1,4,2,Lakeside Beach Bums,Waukesha Foxes
149,2,2023-07-26,7,Lakeside Beach Bums,LBB,Waukesha Foxes,WKF,Beach Bums Ballpark,Lake Geneva,1.05,1105,Nolan Xavier,60,3.4,1.389,8.66,4.4,35.8,0,3,4,Ryan Hagen,92,3.81,1.515,6.2,3.82,11.9,0,4,7,0.735,0.271,3,0.204,0.045,0.466,0.759,0.275,12,0.158,0.056,0.471,0,12,0.455,-7,6,0.462,115,122,2,8,0.2,-21,2,0.5,45,66,Heavy Rain,80.8,7.4,R-L,85,0.92,-0.0018,0.41,0.126,2.46,-0.58,-0.024,-0.005,0.255,14,4,0.3177,1,5,6,-4,Waukesha Foxes,Lakeside Beach Bums
150,2,2023-07-27,7,Lakeside Beach Bums,LBB,Waukesha Foxes,WKF,Beach Bums Ballpark,Lake Geneva,1.05,1506,Justin Ortega,61,2.63,1.336,8.49,3.76,71.0,1,2,5,Caleb Schmidt,93,2.88,1.317,10.84,2.74,68.1,3,1,5,0.735,0.271,3,0.204,0.045,0.466,0.759,0.275,12,0.158,0.056,0.471,0,13,0.435,-11,6,0.429,116,127,3,8,0.273,-17,3,0.5,50,67,Windy,77.5,7.5,Out,76,0.08,0.0062,0.25,-0.019,-2.35,-1.02,-0.024,-0.005,0.162,6,3,0.4787,7,10,17,-3,Waukesha Foxes,Lakeside Beach Bums
151,2,2023-07-28,7,Johnson Creek Mapaches,JCM,Maunesha River Rats,MRR,Mapaches Ballpark,Johnson Creek,0.96,1046,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,0.799,0.287,9,0.199,0.055,0.499,0.723,0.27,7,0.199,0.057,0.442,0,12,0.0,-36,0,0.5,49,85,10,14,0.417,-3,4,0.467,142,145,Clear,82.9,6.6,Calm,77,0.02,-0.0127,-0.31,-0.015,0.43,-0.31,0.076,0.057,-0.417,-33,-4,0.6162,3,6,9,-3,Maunesha River Rats,Johnson Creek Mapaches
152,2,2023-07-29,7,Johnson Creek Mapaches,JCM,Maunesha River Rats,MRR,Mapaches Ballpark,Johnson Creek,0.96,512,Eli Jorgensen,76,3.7,1.587,8.72,4.14,55.0,1,0,6,Luke Ehrhardt,12,3.76,1.392,7.01,3.63,29.6,0,3,5,0.799,0.287,9,0.199,0.055,0.499,0.723,0.27,7,0.199,0.057,0.442,1,13,0.0,-39,0,0.0,52,91,11,14,0.44,0,4,0.467,148,148,Heavy Rain,89.2,12.6,Out,47,0.92,-0.0371,0.06,-0.195,1.71,-0.51,0.076,0.057,-0.44,-39,-4,0.527,8,4,12,4,Johnson Creek Mapaches,Maunesha River Rats
153,2,2023-07-30,7,Johnson Creek Mapaches,JCM,Maunesha River Rats,MRR,Mapaches Ballpark,Johnson Creek,0.96,928,Liam Schmidt,77,4.13,1.275,7.73,3.02,63.5,2,3,4,Hunter Werner,13,4.09,1.363,6.8,3.87,55.2,0,2,4,0.799,0.287,9,0.199,0.055,0.499,0.723,0.27,7,0.199,0.057,0.442,1,13,0.071,-35,1,0.5,60,95,11,15,0.423,-4,4,0.467,152,156,Partly Cloudy,78.5,10.4,Out,63,0.12,-0.0074,-0.04,0.088,0.93,0.85,0.076,0.057,-0.352,-31,-3,0.5454,10,8,18,2,Johnson Creek Mapaches,Maunesha River Rats
154,2,2023-07-31,7,Johnson Creek Mapaches,JCM,Wisconsin Cheese Kings,WCK,Mapaches Ballpark,Johnson Creek,0.96,1034,Owen Vogel,78,4.33,1.29,8.25,2.49,19.8,1,3,4,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,0.799,0.287,9,0.199,0.055,0.499,0.749,0.273,10,0.19,0.055,0.487,0,13,0.133,-33,2,0.667,70,103,21,3,0.875,52,8,0.933,168,116,Clear,78.6,14.0,R-L,72,0.02,-0.0273,0.02,-0.171,-0.82,1.26,0.05,0.012,-0.742,-85,-6,0.2609,6,8,14,-2,Wisconsin Cheese Kings,Johnson Creek Mapaches
155,2,2023-08-01,8,Johnson Creek Mapaches,JCM,Wisconsin Cheese Kings,WCK,Mapaches Ballpark,Johnson Creek,0.96,845,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,Parker Yates,28,3.91,1.244,8.46,3.65,20.9,1,0,5,0.799,0.287,9,0.199,0.055,0.499,0.749,0.273,10,0.19,0.055,0.487,0,14,0.125,-35,2,0.5,76,111,22,3,0.88,54,8,0.933,176,122,Partly Cloudy,85.1,9.5,R-L,62,0.12,-0.0035,0.55,-0.079,0.74,0.18,0.05,0.012,-0.755,-89,-6,0.1483,4,9,13,-5,Wisconsin Cheese Kings,Johnson Creek Mapaches
156,2,2023-08-02,8,Johnson Creek Mapaches,JCM,Wisconsin Cheese Kings,WCK,Mapaches Ballpark,Johnson Creek,0.96,1113,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,Garrett Bauer,29,2.85,1.232,9.98,2.11,65.7,4,1,7,0.799,0.287,9,0.199,0.055,0.499,0.749,0.273,10,0.19,0.055,0.487,0,15,0.118,-40,2,0.4,80,120,23,3,0.885,59,8,0.933,185,126,Partly Cloudy,66.1,17.5,R-L,83,0.12,-0.0017,-0.51,-0.091,-0.78,-1.36,0.05,0.012,-0.767,-99,-6,0.2715,7,8,15,-1,Wisconsin Cheese Kings,Johnson Creek Mapaches
157,2,2023-08-03,8,Johnson Creek Mapaches,JCM,Northshore Bobbers,NSB,Mapaches Ballpark,Johnson Creek,0.96,926,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,0.799,0.287,9,0.199,0.055,0.499,0.742,0.281,10,0.175,0.051,0.469,0,16,0.111,-41,2,0.333,87,128,15,9,0.625,15,7,0.667,169,154,Clear,77.2,8.3,In,49,0.02,0.0207,0.87,0.091,1.69,-0.33,0.057,0.03,-0.514,-56,-5,0.2109,3,5,8,-2,Northshore Bobbers,Johnson Creek Mapaches
158,2,2023-08-05,8,Johnson Creek Mapaches,JCM,Northshore Bobbers,NSB,Mapaches Ballpark,Johnson Creek,0.96,978,Eli Jorgensen,76,3.7,1.587,8.72,4.14,55.0,1,0,6,Sawyer Hagen,44,2.76,1.348,8.86,2.7,68.9,0,0,5,0.799,0.287,9,0.199,0.055,0.499,0.742,0.281,10,0.175,0.051,0.469,0,17,0.105,-43,2,0.286,90,133,16,9,0.64,17,7,0.667,174,157,Overcast,64.8,17.0,R-L,86,0.28,-0.008,-0.94,-0.239,-0.14,-1.44,0.057,0.03,-0.535,-60,-5,0.215,4,7,11,-3,Northshore Bobbers,Johnson Creek Mapaches
